path	manifest_entry_id	checked_fields	status	action	body_chars_manifest	body_chars_actual	word_count_manifest	word_count_actual	risk	notes
FAQE/Home/08. Monitoring/Disk table and index usage/ALTIBASE HDB 4.3.9.x__16876229.md	16876229	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	7071	7071	631	631	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/08. Monitoring/Disk table and index usage/ALTIBASE HDB 5.1.5.x__16876234.md	16876234	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	14364	14364	1094	1094	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/08. Monitoring/Disk table and index usage/ALTIBASE HDB 5.3.x, 5.5.1, 6.1.1, 6.3.1__16876240.md	16876240	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	16578	16578	1400	1400	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/08. Monitoring/Disk table and index usage__16876226.md	16876226	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	904	904	95	95	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/08. Monitoring/Disk tablespace usage/ALTIBASE HDB 4.3.9__16876249.md	16876249	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	3956	3956	343	343	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/08. Monitoring/Disk tablespace usage/ALTIBASE HDB 5.1.5__16876251.md	16876251	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	3192	3192	315	315	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/08. Monitoring/Disk tablespace usage/ALTIBASE HDB 5.3.3, 5.3.5__16876253.md	16876253	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	5629	5629	477	477	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/08. Monitoring/Disk tablespace usage/ALTIBASE HDB 5.5.1, 6.1.1, 6.3.1__16876255.md	16876255	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	5880	5880	487	487	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/08. Monitoring/How to determine which queries are being rolled back__16876296.md	16876296	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	3497	3497	421	421	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/08. Monitoring/How to log queries performed in Altibase (altiProfile)__22642959.md	22642959	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	36659	36659	4491	4491	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/08. Monitoring/How to set up and execute altimon__16876266.md	16876266	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	9214	9214	970	970	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/08. Monitoring/Lock related properties__16876204.md	16876204	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	3292	3292	432	432	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/08. Monitoring/Memory table and index usage__16876259.md	16876259	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	10951	10951	1049	1049	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/08. Monitoring/Memory tablespace usage/ALTIBASE HDB 5.5.1, 6.1.1, 6.3.1__16876263.md	16876263	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	6277	6277	646	646	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/08. Monitoring/Monitoring Tools for Windows__16876220.md	16876220	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	6530	6530	786	786	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/08. Monitoring/System information by OS__16876206.md	16876206	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	34932	34932	5091	5091	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/08. Monitoring/Table_Column Definition__22642961.md	22642961	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	6422	6422	809	809	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/08. Monitoring/Undo Tablespace/Monitoring method when undo tablespace usage increases__22642963.md	22642963	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	28322	28322	3413	3413	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/08. Monitoring/Undo Tablespace/Undo tablespace usage__22642965.md	22642965	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	6284	6284	834	834	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/09. Error Messages/Closed Socket by client is Detected__16876319.md	16876319	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1841	1841	231	231	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/09. Error Messages/ERR-0109D Insufficient memory__16876324.md	16876324	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4434	4434	633	633	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/09. Error Messages/ERR-11030 ( 69680) The data file cannot be extended because the requested size is bigger than the maximum size (FID_0%d__16876378.md	16876378	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	5522	5522	613	613	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/09. Error Messages/ERR-11036 The data file is in use__16876380.md	16876380	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1951	1951	269	269	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/09. Error Messages/ERR-11049 ( 69705) Too many pages are allocated ( Maximum Number of Pages= #)__16876385.md	16876385	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	6223	6223	707	707	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/09. Error Messages/ERR-1105D Unable to begin a new update statement__22642969.md	22642969	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4470	4470	622	622	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/09. Error Messages/ERR-11075 The transaction has exceeded the lock timeout specified by the user__16876388.md	16876388	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	9733	9733	1266	1266	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/09. Error Messages/ERR-11118 ( 69912) The update log size '_' is bigger than TRX_UPDATE_MAX_LOGSIZE '_'__16876399.md	16876399	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	9938	9938	1309	1309	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/09. Error Messages/ERR-11183 ( 70019) Insufficient page descriptor area in the temp table__16876409.md	16876409	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	10539	10539	1335	1335	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/09. Error Messages/ERR-11184 ( 70020) Insufficient free space in work area__16876418.md	16876418	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4419	4419	585	585	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
